Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Downtown Main Store,Regional Supply Chain,2025-11-17,Shampoo 500ml,Unit,76,6.14,BATCH-65129,,INV-828552,
Eastgate Shopping Center,Premium Grocers Supply,2025-11-21,Conditioner 500ml,Unit,84,5.5,BATCH-93662,,INV-196380,Quality checked and approved
South Bay Store,Global Food Distributors,2025-12-15,Conditioner 500ml,Unit,37,6.01,BATCH-42223,,INV-180917,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-04,Conditioner 500ml,Unit,48,5.41,BATCH-81154,,INV-440124,
Downtown Main Store,Quality Foods Ltd.,2025-11-26,Conditioner 500ml,Unit,56,5.36,BATCH-61970,,INV-256808,Seasonal inventory
Downtown Main Store,Regional Supply Chain,2026-02-01,Conditioner 500ml,Unit,38,5.76,BATCH-24135,,INV-136576,
Northpoint Outlet,Global Food Distributors,2026-01-28,Conditioner 500ml,Unit,52,5.21,BATCH-40296,,INV-313494,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2025-11-13,Conditioner 500ml,Unit,61,5.72,BATCH-80364,,INV-675965,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2025-11-28,Conditioner 500ml,Unit,63,5.16,BATCH-87075,,INV-701842,Promotional stock
Northpoint Outlet,Quality Foods Ltd.,2025-12-02,Body Wash 400ml,Unit,43,5.11,BATCH-12672,,INV-623361,
South Bay Store,Premium Grocers Supply,2025-12-23,Body Wash 400ml,Unit,82,4.21,BATCH-38782,,INV-878648,
South Bay Store,Mega Suppliers Inc.,2025-11-09,Body Wash 400ml,Unit,67,4.27,BATCH-92082,,INV-216736,Promotional stock
Downtown Main Store,Mega Suppliers Inc.,2025-12-24,Body Wash 400ml,Unit,64,4.53,BATCH-95609,,INV-517969,Seasonal inventory
Downtown Main Store,Eco-Friendly Suppliers,2025-12-30,Body Wash 400ml,Unit,37,5.1,BATCH-30428,,INV-342559,Seasonal inventory
Downtown Main Store,Bulk Foods Warehouse,2025-12-27,Body Wash 400ml,Unit,100,4.33,BATCH-98137,,INV-392607,Rush delivery
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-11-26,Body Wash 400ml,Unit,53,4.19,BATCH-11393,,INV-586832,Promotional stock
Eastgate Shopping Center,Premium Grocers Supply,2026-01-31,Body Wash 400ml,Unit,45,4.35,BATCH-33120,,INV-164007,Seasonal inventory
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-10,Bar Soap 4-Pack,Unit,99,4.48,BATCH-34415,,INV-802788,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2025-12-31,Bar Soap 4-Pack,Unit,102,3.96,BATCH-72952,,INV-695967,Quality checked and approved
South Bay Store,FreshFarm Wholesale Co.,2026-01-13,Bar Soap 4-Pack,Unit,45,3.68,BATCH-67446,,INV-221948,Quality checked and approved
South Bay Store,Quality Foods Ltd.,2025-11-22,Bar Soap 4-Pack,Unit,104,4.38,BATCH-62367,,INV-299619,
South Bay Store,Express Distribution Co.,2026-01-21,Bar Soap 4-Pack,Unit,48,3.96,BATCH-56254,,INV-598477,Rush delivery
Northpoint Outlet,Bulk Foods Warehouse,2026-01-15,Bar Soap 4-Pack,Unit,37,4.21,BATCH-65175,,INV-896668,Quality checked and approved
Westside Mall Branch,Premium Grocers Supply,2026-01-18,Toothpaste 150g,Unit,123,2.94,BATCH-38710,,INV-575494,
Westside Mall Branch,Eco-Friendly Suppliers,2025-12-01,Toothpaste 150g,Unit,86,2.98,BATCH-86647,,INV-704077,Seasonal inventory
Westside Mall Branch,Regional Supply Chain,2026-01-09,Toothpaste 150g,Unit,75,3.18,BATCH-41091,,INV-316419,
South Bay Store,Premium Grocers Supply,2026-01-18,Toothpaste 150g,Unit,80,3.21,BATCH-22915,,INV-538866,Promotional stock
Northpoint Outlet,Regional Supply Chain,2025-11-16,Toothpaste 150g,Unit,65,3.57,BATCH-91914,,INV-785291,
Eastgate Shopping Center,Express Distribution Co.,2025-12-21,Toothpaste 150g,Unit,77,3.43,BATCH-28075,,INV-334780,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2025-11-13,Toothpaste 150g,Unit,63,2.99,BATCH-87896,,INV-729105,Quality checked and approved
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-11,Toothbrush Soft,Unit,77,2.59,BATCH-94880,,INV-803430,Seasonal inventory
Northpoint Outlet,Global Food Distributors,2025-11-17,Toothbrush Soft,Unit,145,2.57,BATCH-76860,,INV-845804,
Northpoint Outlet,Regional Supply Chain,2026-01-05,Toothbrush Soft,Unit,109,2.51,BATCH-42087,,INV-477812,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-27,Toothbrush Soft,Unit,137,2.76,BATCH-80797,,INV-572336,Quality checked and approved
Downtown Main Store,Prime Importers,2025-12-31,Toothbrush Soft,Unit,118,2.46,BATCH-42395,,INV-215720,
Downtown Main Store,Eco-Friendly Suppliers,2026-01-12,Toothbrush Soft,Unit,117,2.65,BATCH-25897,,INV-527796,Promotional stock
Downtown Main Store,Quality Foods Ltd.,2025-12-25,Deodorant Spray 150ml,Unit,51,3.86,BATCH-88776,,INV-515874,Rush delivery
Downtown Main Store,Express Distribution Co.,2026-01-16,Deodorant Spray 150ml,Unit,64,4.08,BATCH-27676,,INV-520831,
South Bay Store,Global Food Distributors,2026-01-05,Deodorant Spray 150ml,Unit,118,4.75,BATCH-20100,,INV-554259,Quality checked and approved
South Bay Store,Regional Supply Chain,2026-01-29,Deodorant Spray 150ml,Unit,116,3.72,BATCH-89030,,INV-315295,Rush delivery
South Bay Store,Express Distribution Co.,2026-01-14,Deodorant Spray 150ml,Unit,48,4.4,BATCH-35883,,INV-880596,
Westside Mall Branch,Quality Foods Ltd.,2025-11-17,Deodorant Spray 150ml,Unit,77,4.62,BATCH-38420,,INV-836029,Seasonal inventory
Northpoint Outlet,Bulk Foods Warehouse,2025-11-17,Deodorant Spray 150ml,Unit,81,4.42,BATCH-95587,,INV-136656,Quality checked and approved
Downtown Main Store,Quality Foods Ltd.,2025-12-24,Razors 5-Pack,Unit,72,6.95,BATCH-59010,,INV-776885,
Downtown Main Store,Regional Supply Chain,2026-01-08,Razors 5-Pack,Unit,70,6.93,BATCH-27489,,INV-351797,Seasonal inventory
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-11,Razors 5-Pack,Unit,30,6.54,BATCH-59959,,INV-683984,
South Bay Store,Bulk Foods Warehouse,2025-12-04,Razors 5-Pack,Unit,44,7.97,BATCH-88990,,INV-231474,Promotional stock
South Bay Store,Prime Importers,2025-11-21,Shaving Cream 300ml,Unit,55,3.91,BATCH-22928,,INV-161806,Quality checked and approved
South Bay Store,Mega Suppliers Inc.,2026-01-22,Shaving Cream 300ml,Unit,46,3.91,BATCH-87497,,INV-853536,Promotional stock
Westside Mall Branch,Bulk Foods Warehouse,2025-11-22,Shaving Cream 300ml,Unit,40,4.59,BATCH-83648,,INV-794859,
Westside Mall Branch,Global Food Distributors,2026-01-01,Shaving Cream 300ml,Unit,62,5.15,BATCH-23474,,INV-766480,Seasonal inventory
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-09,Shaving Cream 300ml,Unit,37,4.26,BATCH-67531,,INV-780542,Quality checked and approved
Downtown Main Store,Express Distribution Co.,2025-12-14,Shaving Cream 300ml,Unit,55,4.54,BATCH-27783,,INV-738440,
Downtown Main Store,Regional Supply Chain,2025-12-11,Shaving Cream 300ml,Unit,46,4.81,BATCH-13555,,INV-191484,
Eastgate Shopping Center,Global Food Distributors,2025-11-10,Shaving Cream 300ml,Unit,35,4.9,BATCH-69996,,INV-910239,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-17,Shaving Cream 300ml,Unit,66,4.02,BATCH-38215,,INV-450056,
Eastgate Shopping Center,Prime Importers,2025-11-19,Shaving Cream 300ml,Unit,49,4.23,BATCH-12700,,INV-614745,
Northpoint Outlet,Bulk Foods Warehouse,2025-12-31,Shaving Cream 300ml,Unit,37,4.88,BATCH-75540,,INV-539602,Quality checked and approved
Downtown Main Store,Premium Grocers Supply,2026-01-03,Face Moisturizer 100ml,Unit,20,10.35,BATCH-49208,,INV-479230,
Downtown Main Store,Express Distribution Co.,2025-11-10,Face Moisturizer 100ml,Unit,36,9.71,BATCH-42083,,INV-871936,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2026-01-04,Face Moisturizer 100ml,Unit,50,9.29,BATCH-50185,,INV-655213,
Westside Mall Branch,Global Food Distributors,2025-12-04,Face Moisturizer 100ml,Unit,34,9.38,BATCH-19700,,INV-377450,Rush delivery
Northpoint Outlet,Mega Suppliers Inc.,2026-01-30,Face Moisturizer 100ml,Unit,56,9.93,BATCH-68592,,INV-492223,Promotional stock
Northpoint Outlet,Express Distribution Co.,2025-11-19,Face Moisturizer 100ml,Unit,39,11.22,BATCH-44431,,INV-914216,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2026-01-16,Sunscreen SPF 50 200ml,Unit,25,7.98,BATCH-89992,,INV-197551,Promotional stock
South Bay Store,FreshFarm Wholesale Co.,2025-12-07,Sunscreen SPF 50 200ml,Unit,38,9.84,BATCH-69027,,INV-828096,Rush delivery
Downtown Main Store,Prime Importers,2026-01-25,Sunscreen SPF 50 200ml,Unit,63,10.21,BATCH-38696,,INV-724690,
Downtown Main Store,Global Food Distributors,2026-01-02,Sunscreen SPF 50 200ml,Unit,47,9.7,BATCH-51163,,INV-816071,Rush delivery
Downtown Main Store,Eco-Friendly Suppliers,2025-12-08,Sunscreen SPF 50 200ml,Unit,33,8.29,BATCH-73235,,INV-277329,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-28,Sunscreen SPF 50 200ml,Unit,32,8.63,BATCH-52823,,INV-501865,Promotional stock
Northpoint Outlet,Premium Grocers Supply,2025-11-08,Sunscreen SPF 50 200ml,Unit,53,8.61,BATCH-25225,,INV-960797,
Northpoint Outlet,Bulk Foods Warehouse,2026-01-15,Sunscreen SPF 50 200ml,Unit,44,10.23,BATCH-51236,,INV-283978,
Northpoint Outlet,Mega Suppliers Inc.,2026-01-20,Sunscreen SPF 50 200ml,Unit,67,8.77,BATCH-52898,,INV-573057,
Westside Mall Branch,Express Distribution Co.,2025-11-15,Sunscreen SPF 50 200ml,Unit,51,8.57,BATCH-91860,,INV-429935,
South Bay Store,FreshFarm Wholesale Co.,2025-12-07,Hand Sanitizer 500ml,Unit,94,4.16,BATCH-97813,,INV-570501,Quality checked and approved
South Bay Store,Premium Grocers Supply,2025-11-27,Hand Sanitizer 500ml,Unit,61,3.95,BATCH-33712,,INV-989249,
South Bay Store,Bulk Foods Warehouse,2026-01-12,Hand Sanitizer 500ml,Unit,53,3.95,BATCH-97327,,INV-967522,Quality checked and approved
Westside Mall Branch,Premium Grocers Supply,2026-01-09,Hand Sanitizer 500ml,Unit,104,4.48,BATCH-78296,,INV-409098,Seasonal inventory
Westside Mall Branch,FreshFarm Wholesale Co.,2025-12-28,Hand Sanitizer 500ml,Unit,82,3.88,BATCH-74959,,INV-955465,Quality checked and approved
Westside Mall Branch,Global Food Distributors,2026-01-25,Hand Sanitizer 500ml,Unit,106,3.96,BATCH-55765,,INV-804253,Seasonal inventory
Eastgate Shopping Center,Express Distribution Co.,2025-12-14,Hand Sanitizer 500ml,Unit,54,3.67,BATCH-82682,,INV-632285,
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-14,Hand Sanitizer 500ml,Unit,48,4.39,BATCH-35174,,INV-687944,Rush delivery
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-07,Cotton Swabs 200-Pack,Unit,40,2.88,BATCH-62629,,INV-448599,Seasonal inventory
South Bay Store,FreshFarm Wholesale Co.,2025-11-17,Cotton Swabs 200-Pack,Unit,64,2.88,BATCH-93314,,INV-856725,Quality checked and approved
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-12-10,Cotton Swabs 200-Pack,Unit,42,2.83,BATCH-93841,,INV-849440,
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-12,Cotton Swabs 200-Pack,Unit,63,2.64,BATCH-95922,,INV-930795,
Downtown Main Store,Global Food Distributors,2025-12-15,Cotton Swabs 200-Pack,Unit,96,2.76,BATCH-43215,,INV-365169,Seasonal inventory
Downtown Main Store,Quality Foods Ltd.,2026-01-25,Cotton Swabs 200-Pack,Unit,52,3.13,BATCH-92977,,INV-737339,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2025-11-18,Cotton Swabs 200-Pack,Unit,40,3.17,BATCH-89702,,INV-615584,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2026-01-09,Cotton Swabs 200-Pack,Unit,53,3.07,BATCH-46665,,INV-481336,Promotional stock
Northpoint Outlet,Regional Supply Chain,2026-01-12,Baby Diapers Size 4 40-Pack,Unit,102,18.68,BATCH-60881,2026-05-09,INV-452732,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-27,Baby Diapers Size 4 40-Pack,Unit,47,15.2,BATCH-33078,2026-03-09,INV-677742,
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-12-21,Baby Diapers Size 4 40-Pack,Unit,80,17.67,BATCH-85943,2026-01-28,INV-810082,Seasonal inventory
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-16,Baby Diapers Size 4 40-Pack,Unit,90,16.54,BATCH-44962,2026-04-07,INV-100398,
Westside Mall Branch,Bulk Foods Warehouse,2025-12-23,Baby Wipes 80-Pack,Unit,81,4.48,BATCH-14132,2026-04-24,INV-388008,
Westside Mall Branch,Mega Suppliers Inc.,2025-11-07,Baby Wipes 80-Pack,Unit,43,4.72,BATCH-54069,2026-01-31,INV-526981,
Westside Mall Branch,Global Food Distributors,2025-12-06,Baby Wipes 80-Pack,Unit,60,5.14,BATCH-62185,2026-05-21,INV-924370,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-12-03,Baby Wipes 80-Pack,Unit,124,5.44,BATCH-18091,2026-03-07,INV-772389,Seasonal inventory
South Bay Store,Quality Foods Ltd.,2025-11-28,Baby Wipes 80-Pack,Unit,81,4.68,BATCH-69196,2026-05-20,INV-546301,Rush delivery
South Bay Store,Eco-Friendly Suppliers,2025-11-22,Baby Wipes 80-Pack,Unit,93,4.5,BATCH-23297,2026-01-27,INV-677954,Quality checked and approved
Eastgate Shopping Center,Global Food Distributors,2025-12-22,Baby Wipes 80-Pack,Unit,134,5.3,BATCH-46656,2026-02-24,INV-693446,
Westside Mall Branch,Mega Suppliers Inc.,2025-11-21,Baby Formula 800g,Unit,54,23.72,BATCH-71633,2026-05-19,INV-267535,
South Bay Store,Regional Supply Chain,2025-12-24,Baby Formula 800g,Unit,56,21.5,BATCH-67691,2026-03-03,INV-127215,
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-10,Baby Formula 800g,Unit,51,21.29,BATCH-76473,2026-02-24,INV-100407,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2025-12-13,Baby Formula 800g,Unit,61,21.63,BATCH-62204,2026-03-04,INV-697711,Quality checked and approved
Downtown Main Store,Eco-Friendly Suppliers,2025-12-03,Baby Formula 800g,Unit,44,19.74,BATCH-11930,2026-04-27,INV-863647,Promotional stock
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-11-05,Baby Formula 800g,Unit,41,19.36,BATCH-96282,2026-04-09,INV-252175,Promotional stock
Northpoint Outlet,Premium Grocers Supply,2025-12-15,Baby Shampoo 400ml,Unit,30,6.15,BATCH-12716,2026-06-03,INV-584624,
Northpoint Outlet,Express Distribution Co.,2026-01-29,Baby Shampoo 400ml,Unit,43,5.49,BATCH-55045,2026-06-27,INV-417336,Promotional stock
Eastgate Shopping Center,Premium Grocers Supply,2025-12-07,Baby Shampoo 400ml,Unit,66,5.26,BATCH-24930,2026-05-28,INV-960632,
South Bay Store,Premium Grocers Supply,2025-12-08,Baby Shampoo 400ml,Unit,68,5.04,BATCH-73778,2026-01-29,INV-730949,
Downtown Main Store,Bulk Foods Warehouse,2025-11-20,Baby Shampoo 400ml,Unit,62,6.1,BATCH-11105,2026-03-05,INV-602107,Quality checked and approved
Westside Mall Branch,Quality Foods Ltd.,2026-01-12,Baby Shampoo 400ml,Unit,77,5.07,BATCH-35066,2026-04-27,INV-512965,
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-20,Baby Shampoo 400ml,Unit,41,5.95,BATCH-95254,2026-05-13,INV-311799,
Westside Mall Branch,Quality Foods Ltd.,2025-12-13,Baby Shampoo 400ml,Unit,30,5.21,BATCH-45404,2026-02-16,INV-140245,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2026-01-23,Pacifiers 2-Pack,Unit,66,5.61,BATCH-92246,2026-07-04,INV-920308,Quality checked and approved
Westside Mall Branch,Regional Supply Chain,2025-12-02,Pacifiers 2-Pack,Unit,56,6.38,BATCH-55932,2026-01-23,INV-470558,
Westside Mall Branch,Express Distribution Co.,2026-01-13,Pacifiers 2-Pack,Unit,35,6.12,BATCH-40388,2026-04-24,INV-122856,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-12-24,Pacifiers 2-Pack,Unit,59,6.28,BATCH-83196,2026-04-08,INV-478575,Quality checked and approved
Northpoint Outlet,Global Food Distributors,2026-01-12,Pacifiers 2-Pack,Unit,51,6.53,BATCH-13880,2026-04-02,INV-164890,
Northpoint Outlet,Eco-Friendly Suppliers,2026-01-20,Pacifiers 2-Pack,Unit,27,5.86,BATCH-23869,2026-05-27,INV-894512,
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-01,Pacifiers 2-Pack,Unit,51,6.59,BATCH-71479,2026-04-09,INV-873793,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2025-11-29,Pacifiers 2-Pack,Unit,40,6.9,BATCH-80317,2026-01-11,INV-749119,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-31,Pacifiers 2-Pack,Unit,29,5.48,BATCH-10249,2026-06-19,INV-183922,
Downtown Main Store,Regional Supply Chain,2026-01-09,Pacifiers 2-Pack,Unit,42,6.81,BATCH-88618,2026-07-07,INV-722162,Rush delivery
Downtown Main Store,Premium Grocers Supply,2025-11-16,Pacifiers 2-Pack,Unit,69,6.26,BATCH-93647,2025-12-24,INV-759644,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-02,Pacifiers 2-Pack,Unit,62,6.32,BATCH-83211,2026-02-20,INV-268825,
Downtown Main Store,Prime Importers,2026-01-27,Dog Food Dry 5kg,Unit,61,19.84,BATCH-34450,,INV-550793,Quality checked and approved
Downtown Main Store,Prime Importers,2025-12-12,Dog Food Dry 5kg,Unit,24,16.27,BATCH-87007,,INV-454946,
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-30,Dog Food Dry 5kg,Unit,32,15.82,BATCH-33584,,INV-639743,Promotional stock
South Bay Store,Eco-Friendly Suppliers,2025-12-27,Dog Food Dry 5kg,Unit,61,18.34,BATCH-38711,,INV-806965,Seasonal inventory
Northpoint Outlet,Regional Supply Chain,2025-12-24,Cat Food Dry 3kg,Unit,82,12.57,BATCH-81977,,INV-813597,
Westside Mall Branch,Prime Importers,2025-12-31,Cat Food Dry 3kg,Unit,26,12.81,BATCH-32416,,INV-341884,Quality checked and approved
Westside Mall Branch,Express Distribution Co.,2026-02-01,Cat Food Dry 3kg,Unit,30,13.3,BATCH-15943,,INV-154167,
Downtown Main Store,Express Distribution Co.,2025-11-23,Cat Food Dry 3kg,Unit,27,13.62,BATCH-98917,,INV-483429,
Downtown Main Store,Global Food Distributors,2025-12-28,Cat Food Dry 3kg,Unit,25,13.7,BATCH-12758,,INV-738388,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-14,Cat Food Dry 3kg,Unit,32,13.11,BATCH-74548,,INV-159666,Seasonal inventory
South Bay Store,Premium Grocers Supply,2025-12-14,Cat Food Dry 3kg,Unit,52,12.7,BATCH-49957,,INV-420313,
South Bay Store,Eco-Friendly Suppliers,2025-12-23,Cat Food Dry 3kg,Unit,76,14.01,BATCH-91182,,INV-615782,
South Bay Store,Mega Suppliers Inc.,2025-12-07,Cat Food Dry 3kg,Unit,33,15.23,BATCH-42174,,INV-372403,Promotional stock
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-24,Dog Treats 500g,Unit,40,7.26,BATCH-69175,,INV-697000,
Westside Mall Branch,Mega Suppliers Inc.,2026-01-25,Dog Treats 500g,Unit,77,6.25,BATCH-21774,,INV-267381,
Northpoint Outlet,Express Distribution Co.,2026-02-01,Dog Treats 500g,Unit,44,7.8,BATCH-81608,,INV-229790,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2026-01-01,Dog Treats 500g,Unit,100,7.49,BATCH-29437,,INV-418281,Seasonal inventory
Northpoint Outlet,Eco-Friendly Suppliers,2026-01-01,Dog Treats 500g,Unit,45,6.94,BATCH-82183,,INV-857537,Rush delivery
Eastgate Shopping Center,Regional Supply Chain,2026-01-15,Dog Treats 500g,Unit,44,6.33,BATCH-12640,,INV-578104,Quality checked and approved
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-07,Dog Treats 500g,Unit,31,6.23,BATCH-48724,,INV-886774,Rush delivery
Westside Mall Branch,Prime Importers,2026-01-12,Cat Litter 5kg,Unit,38,9.5,BATCH-99307,,INV-383767,Seasonal inventory
Westside Mall Branch,Global Food Distributors,2025-11-19,Cat Litter 5kg,Unit,50,9.56,BATCH-26800,,INV-868682,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-24,Cat Litter 5kg,Unit,33,10.31,BATCH-75611,,INV-139256,
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-02-01,Cat Litter 5kg,Unit,51,11.53,BATCH-17516,,INV-648797,Promotional stock
Downtown Main Store,Eco-Friendly Suppliers,2025-12-05,Cat Litter 5kg,Unit,52,11.04,BATCH-41074,,INV-846209,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2025-11-20,Cat Litter 5kg,Unit,43,11.07,BATCH-22073,,INV-350832,
Downtown Main Store,Premium Grocers Supply,2025-12-13,Cat Litter 5kg,Unit,72,11.57,BATCH-14588,,INV-615093,Rush delivery
South Bay Store,Express Distribution Co.,2025-12-31,Cat Litter 5kg,Unit,42,10.06,BATCH-23608,,INV-819993,
South Bay Store,Mega Suppliers Inc.,2026-01-23,Cat Litter 5kg,Unit,25,9.63,BATCH-25836,,INV-577659,
South Bay Store,Express Distribution Co.,2025-11-10,Cat Litter 5kg,Unit,62,10.71,BATCH-21881,,INV-294101,
Eastgate Shopping Center,Regional Supply Chain,2025-12-17,Pet Shampoo 500ml,Unit,24,8.45,BATCH-44088,,INV-432485,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-11-28,Pet Shampoo 500ml,Unit,36,7.53,BATCH-20554,,INV-993428,Promotional stock
Eastgate Shopping Center,Prime Importers,2025-12-07,Pet Shampoo 500ml,Unit,22,7.76,BATCH-79149,,INV-813990,
Downtown Main Store,Premium Grocers Supply,2026-01-10,Pet Shampoo 500ml,Unit,33,9.02,BATCH-53000,,INV-106636,Rush delivery
Downtown Main Store,Express Distribution Co.,2025-12-20,Pet Shampoo 500ml,Unit,34,9.26,BATCH-64636,,INV-257891,
Downtown Main Store,Prime Importers,2025-11-18,Pet Shampoo 500ml,Unit,51,8.6,BATCH-40881,,INV-900669,Quality checked and approved
Northpoint Outlet,Premium Grocers Supply,2025-11-08,Pet Shampoo 500ml,Unit,15,7.37,BATCH-57563,,INV-694491,
South Bay Store,Regional Supply Chain,2025-12-06,Pet Shampoo 500ml,Unit,34,8.72,BATCH-12296,,INV-782018,Seasonal inventory
South Bay Store,Global Food Distributors,2026-01-24,Pet Shampoo 500ml,Unit,22,7.26,BATCH-45929,,INV-235138,
South Bay Store,Bulk Foods Warehouse,2025-12-19,Pet Shampoo 500ml,Unit,44,8.04,BATCH-90765,,INV-168913,
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-18,AA Batteries 8-Pack,Unit,90,7.08,BATCH-62122,,INV-114595,Promotional stock
Northpoint Outlet,Mega Suppliers Inc.,2025-12-25,AA Batteries 8-Pack,Unit,103,6.31,BATCH-58341,,INV-233991,
Northpoint Outlet,Bulk Foods Warehouse,2026-01-12,AA Batteries 8-Pack,Unit,140,5.94,BATCH-45219,,INV-994167,
Westside Mall Branch,Global Food Distributors,2026-01-15,AA Batteries 8-Pack,Unit,64,5.76,BATCH-96551,,INV-187492,Quality checked and approved
